Hours
1	2	0.05	1
2	11	1	1
3	2	0.19	1
4	4	0.41	1
5	3	0.32	1
6	1	0.61	1
7	1	0.32	1
8	2	1.83	1
9	4	3.01	1
10	0	1.79	0
11	4	3.17	1
12	1	3.4	1
13	3	4.2	1
14	0	1.2	0
15	1	0.0531	1
16	1	0.0619	1
17	2	0.158	1
18	1	0.081	1
19	8	1.046	1
20	9	1.75	1
21	6	2.96	1
22	7	4.97	1
23	4	0.42	1
24	3	4.7	1
25	0	0.9	0
26	4	1.5	1
27	1	2	1
28	0	1.2	0
29	2	1.2	1
30	2	2.2	1
31	3	7.6	1
